"{""_id"":{""$oid"":""5e6d12a83d1e562006d92943""}","original_text:""From #Turkey with #Love 😉\n\n#AllahAskerimiziKorusun #EsedNerede #OrduMilletOmuzOmuza #BaharKalkanı #Syria #Idlib #SpringShield https://t.co/aMotEZdoFn""","label:""happy""","process_text:""From Turkey with Love AllahAskerimiziKorusun EsedNerede OrduMilletOmuzOmuza BaharKalkan Syria Idlib SpringShield""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12aa3d1e562006d92944""}","original_text:""💜 Art Share 💜\n\nI got so much support from you all I wanna give back! So let's make an artshare ☺️ I want to see all your lovely art so I can retweet and like it!!\n\n🍫 Retweet \n🍭 Share your work\n🍬 Hit the like button like crazy!!! \n\nLet's support each other 💜\n#artshare #love https://t.co/8DmXrfPRv4""","label:""happy""","process_text:""Art Share I got so much support from you all I wanna give back So let s make an artshare I want to see all your lovely art so I can retweet and like it Retweet Share your work Hit the like button like crazy Let s support each other artshare love""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12ac3d1e562006d92945""}","original_text:""@roamingpiscean @LisaTruthJohns @Cynthia55678360 @LUTLjerry @SteveHuang68 @1228erin @JanetNestor @alexdomelle @DeborahKozich @Gaurav0801 @mukulnandi1972 @janisexton @loveGoldenHeart @GiGiBclub @LeadwithLoveRRV @BarbaraLoraineN @Lisandre_Moreau @Voieinterieure @cherylcorless41 @madblack65 @cassiepullman @Fsxdoll @tmotola @mindfulheal @MohdMuzzammilK @KariJoys @Inspireu2Action @melanie_korach @Laurettamylove @mscator @joybellabella @gary_hensel @eralbertson @gede_prama @MyPowertalk Everything is possible with a little #love \n\n#JesseLewisChooseLoveMovement\n#LightUpTheLove #LUTL\n#TuesdayThoughts\n#WednesdayWisdom\n#JoyTRAIN #GoldenHearts\n#ChooseLove\n#FamilyTrain\n#StarFishClub\n#IAMChoosingLove https://t.co/DbaZX2HS57""","label:""happy""","process_text:""Moreau korach hensel prama Everything is possible with a little love JesseLewisChooseLoveMovement LightUpTheLove LUTL TuesdayThoughts WednesdayWisdom JoyTRAIN GoldenHearts ChooseLove FamilyTrain StarFishClub IAMChoosingLove""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12ae3d1e562006d92946""}","original_text:""If you #love #supercars you need to check out our latest #unboxedlife story where we drive from Ohio to Florida in an #acura #NSX #supercar https://t.co/SKbppCuH91 https://t.co/1rfm6dqGbD""","label:""happy""","process_text:""If you love supercars you need to check out our latest unboxedlife story where we drive from Ohio to Florida in an acura NSX supercar""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12b03d1e562006d92947""}","original_text:""Sometimes I`m true #cumslut @ my https://t.co/jlvnj9IIWt -here`s my #hot #adult #amateur #video with #sexy #facial . I`m a #girl who #love #sperm &amp; #swallows ","but my #makeup went off. Real #handjob #massage #cfnm #orgasmcontrol #ruinedorgasm &amp; #cumtribute by LiLu @ #LiLusHandJobs https://t.co/8hDgu5aXiL""","label:""happy""","process_text:""Sometimes I m true cumslut my here s my hot adult amateur video with sexy facial I m a girl who love sperm amp swallows but my makeup went off Real handjob massage cfnm orgasmcontrol ruinedorgasm amp cumtribute by LiLu LiLusHandJobs""}",,,,,,,,
"{""_id"":{""$oid"":""5e6d12b23d1e562006d92948""}","original_text:""Would you like to eat me out? Share your dick pic with me :)\nAnd retweet me ples to post more pic 😍🍑🍆🍆🍆🍆🍆#me #sex #porn #pussy #younggirl #hotgirl #sexchat #dickpic #NewYork #sweden #Stockholm #love #Twitter #follo4folloback https://t.co/RkrLKjZ4HN""","label:""happy""","process_text:""Would you like to eat me out Share your dick pic with me And retweet me ples to post more pic me sex porn pussy younggirl hotgirl sexchat dickpic NewYork sweden Stockholm love Twitter follo4folloback""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12b53d1e562006d92949""}","original_text:""HAPPY VALENTINE’S DAY 💕 Love is a Choice and I choose you. And I'll choose you over and over and over. Without pause", without a doubt, in a heartbeat. I'll keep choosing you because I am who I am because of you," my love ❤️ #lovequotes #love #loveyou #lifepartner #armandperi https://t.co/v6UK6krghp""","label:""happy""","process_text:""HAPPY VALENTINE S DAY Love is a Choice and I choose you And I ll choose you over and over and over Without pause without a doubt in a heartbeat I ll keep choosing you because I am who I am because of you my love lovequotes love loveyou lifepartner armandperi""}",,,,,,
"{""_id"":{""$oid"":""5e6d12b83d1e562006d9294a""}","original_text:""Love the thought of a French adventure? 📒 #SummerinProvence 📒 @BoldwoodBooks coming April 2020; pre-order NOW! Fern is off to #Provence"," her husband is heading for Australia - what will happen when they return? #love #family https://t.co/zSDHG1Uue4 https://t.co/R3jynDvq2N""","label:""happy""","process_text:""Love the thought of a French adventure SummerinProvence coming April 2020 pre order NOW Fern is off to Provence her husband is heading for Australia what will happen when they return love family""}",,,,,,,,
"{""_id"":{""$oid"":""5e6d12bb3d1e562006d9294b""}","original_text:""What #joy can you bring to others' lives? \nWhat relief can you share?\nLove with all your heart.\nGive with all your care. \n#JoyTrain #FamilyTrain #Goldenhearts https://t.co/gtJONsPDhm""","label:""happy""","process_text:""What joy can you bring to others lives What relief can you share Love with all your heart Give with all your care JoyTrain FamilyTrain Goldenhearts""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12be3d1e562006d9294c""}","original_text:""💜💛�?@AveryBlvck ⚘💛💜\n#PussyObsession #FineAsFuck #SexyAsFuck #Porn #Babe #PussyOfTheDay #Pussy #Pornstar #Cum #Sex #Sexy #Hot #Tits #Boobs #PornVideo #Ass #Love #Beautiful #LoveOfPussy ❤😍\n📽 #Cum4K 🎬👁👁🔥\nLove ya! ❤❤�?https://t.co/OUX6MFo0dl""","label:""happy""","process_text:""PussyObsession FineAsFuck SexyAsFuck Porn Babe PussyOfTheDay Pussy Pornstar Cum Sex Sexy Hot Tits Boobs PornVideo Ass Love Beautiful LoveOfPussy Cum4K Love ya""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12c03d1e562006d9294d""}","original_text:""TAEYEON \""HAPPY\"" Teaser\n\nhttps://t.co/wFW4jWpOJc\nhttps://t.co/gBt26tLezb\n\nhttps://t.co/fMZwN8Sg9x\n#Happy #Taeyeon #태연 #소녀시대 @GirlsGeneration https://t.co/bdFvCnuxW8""","label:""happy""","process_text:""TAEYEON HAPPY Teaser Happy Taeyeon""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12c33d1e562006d9294e""}","original_text:""#PowerOfSayingNo learn to say no more often to achieve #GreaterSuccess train your mind to stop feeling #guilty \n#joy #JoyTrain #SuccessTRAIN #TuesdayMotivation #TuesdayThought \n@KariJoys @gary_hensel @Sunita_Says_ @ahmednkhan \nPeace n love 🌿🌷 https://t.co/nKgokjtuxt""","label:""happy""","process_text:""PowerOfSayingNo learn to say no more often to achieve GreaterSuccess train your mind to stop feeling guilty joy JoyTrain SuccessTRAIN TuesdayMotivation TuesdayThought hensel Says Peace n love""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12c63d1e562006d9294f""}","original_text:""« Love is the fire of God", he kindles it in the hearts of its servants to burn the whims, ambitions," obstacles and objects of desire »\n\n#JoyTrain #Joy #love #Mindfulness #GoldenHearts #FamilyTrain #IAMChoosingLove #TuesdayWisdom #TuesdayThoughts #TuesdayMotivation #God #IAM""","label:""happy""","process_text:""Love is the fire of God he kindles it in the hearts of its servants to burn the whims ambitions obstacles and objects of desire JoyTrain Joy love Mindfulness GoldenHearts FamilyTrain IAMChoosingLove TuesdayWisdom TuesdayThoughts TuesdayMotivation God IAM""}",,,,,,
"{""_id"":{""$oid"":""5e6d12c93d1e562006d92950""}","original_text:""Sketch of Red Velvet's JOY (Park Sooyoung) and IRENE (Bae Joohyun)\n\nSketched by Me\nInspired by Le.Shabet\n\n#JOY #IRENE #아이�?#조이 #레드벨벳 #RedVelvet #FANART @RVsmtown https://t.co/Bh86G448uI""","label:""happy""","process_text:""Sketch of Red Velvet s JOY Park Sooyoung and IRENE Bae Joohyun Sketched by Me Inspired by Le Shabet JOY IRENE RedVelvet FANART""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12cd3d1e562006d92951""}","original_text:""Beautiful glowing palette of colors\n\nClick link for deal\nhttps://t.co/6f6gSykjOa\n\n#makeup #ebayfinds #beautybloggers #makeover #brides #glamour #boutiqueshopping #badhabit #love #Deals https://t.co/R0FrREQF9m""","label:""happy""","process_text:""Beautiful glowing palette of colors Click link for deal makeup ebayfinds beautybloggers makeover brides glamour boutiqueshopping badhabit love Deals""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12d03d1e562006d92952""}","original_text:""❦Letting go of the need to understand is the greatest freedom of all. \n~Anne Scottlin\n#inspirationalquotes #peace #happiness #motivationalquotes #joy #photo #anon https://t.co/ViSt0sm7zD""","label:""happy""","process_text:""Letting go of the need to understand is the greatest freedom of all Anne Scottlin inspirationalquotes peace happiness motivationalquotes joy photo anon""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12d43d1e562006d92953""}","original_text:""You'e never fully dressed without a #Smile!\n\n#JoyTrain #Joy #Love #Kindness #MentalHealth #Mindfulness #ChooseLove #Quote #GoldenHearts #IAM  #IQRTG #StarfishClub #SundayThoughts #SundayMorning #SuperSoulSunday #ThinkBIGSundayWithMarsha  Thank you"," Dharma! https://t.co/3JQ8NSXiiT""","label:""happy""","process_text:""You e never fully dressed without a Smile JoyTrain Joy Love Kindness MentalHealth Mindfulness ChooseLove Quote GoldenHearts IAM IQRTG StarfishClub SundayThoughts SundayMorning SuperSoulSunday ThinkBIGSundayWithMarsha Thank you Dharma""}",,,,,,,,
"{""_id"":{""$oid"":""5e6d12d73d1e562006d92954""}","original_text:""@Cynthia55678360 @roamingpiscean @LovemakersF @DeborahKozich @LisaTruthJohns @BarbaraLoraineN @1228erin @JanetNestor @ryan37330062 @LUTLjerry @Goldenvee16 @loveGoldenHeart @alexdomelle @SteveHuang68 @Gaurav0801 @mukulnandi1972 @janisexton @GiGiBclub @LeadwithLoveRRV @Lisandre_Moreau @Voieinterieure @cherylcorless41 @madblack65 @cassiepullman @Fsxdoll @tmotola @mindfulheal @MohdMuzzammilK @KariJoys @Inspireu2Action @melanie_korach @Laurettamylove @mscator @joybellabella @gary_hensel @eralbertson @gede_prama @MyPowertalk Remember", in our inmost being," we are all completely loveable because spirit is #LOVE \n\n#JesseLewisChooseLoveMovement\n#LightUpTheLove\n#TuesdayThoughts\n#WednesdayWisdom\n#JoyTRAIN #GoldenHearts\n#ChooseLove\n#FamilyTrain\n#StarFishClub\n#IAMChoosingLove https://t.co/89ROqB7q8P""","label:""happy""","process_text:""Moreau korach hensel prama Remember in our inmost being we are all completely loveable because spirit is LOVE JesseLewisChooseLoveMovement LightUpTheLove TuesdayThoughts WednesdayWisdom JoyTRAIN GoldenHearts ChooseLove FamilyTrain StarFishClub IAMChoosingLove""}",,,,,,,
"{""_id"":{""$oid"":""5e6d12db3d1e562006d92955""}","original_text:""Always keep your biggest plans as a secret. The simplest suggestion is to continue the task without grabbing much attention.\r#motivational #motivation #motivationalquotes #inspiration #quotes #inspirational #success #love #inspirationalquotes #entrepreneur #quoteoftheday #life https://t.co/49NalB1HvW""","label:""happy""","process_text:""Always keep your biggest plans as a secret The simplest suggestion is to continue the task without grabbing much attention motivational motivation motivationalquotes inspiration quotes inspirational success love inspirationalquotes entrepreneur quoteoftheday life""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12df3d1e562006d92956""}","original_text:""My first", the last, my everything\n&amp; the answer to all my dreams\n\nYou're my sun, my moon, my guiding star," my kind of wonderful ...\n\nThat's what you are ...\n\nhttps://t.co/juyJpIomWb\n#BarryWhite #love #music #beautiful https://t.co/d3NXVW2pxM""","label:""happy""","process_text:""My first the last my everything amp the answer to all my dreams You re my sun my moon my guiding star my kind of wonderful That s what you are BarryWhite love music beautiful""}",,,,
"{""_id"":{""$oid"":""5e6d12e43d1e562006d92957""}","original_text:""Happy Valentine’s Day to all of my wonderful followers❤️❤️\n.\n.\n.\n\n#art #artist #artshare #drawing #artwork #love #painting #illustration #beach #sunset #sea #travel #sumbeach #beautiful #happy #artoftheday #instagood #famous #fishing #photooftheday #saltlife #florida #palletart https://t.co/RZSykDVlCQ""","label:""happy""","process_text:""Happy Valentine is Day to all of my wonderful followers art artist artshare drawing artwork love painting illustration beach sunset sea travel sumbeach beautiful happy artoftheday instagood famous fishing photooftheday saltlife florida palletart""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12e73d1e562006d92958""}","original_text:""You deserve hugs 🤗❤️                #365newhugs 🤗❤️                      #JoyTrain #Joy #SuccessTRAIN #FamilyTrain #GoldenHearts        #TuesdayThoughts #IAM #love""","label:""happy""","process_text:""You deserve hugs 365newhugs JoyTrain Joy SuccessTRAIN FamilyTrain GoldenHearts TuesdayThoughts IAM love""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12ec3d1e562006d92959""}","original_text:""https://t.co/KnzlkrEknT 🗣🗣👀👀🎤🎤😭🔊🔥 LEETTTZZ GO IT'S #SuperTuesday #bamfament #TongueOutTuesday #YouTube #guttawitdasack #music #indieartist #SCmusic #RAPPER #trapmusic #rapmusic #HipHop #challenge2020 #SONMOM MOM DOES #MUSIC #VIDEO TO HER SON #MUSIC #LOVE #PROMO""","label:""happy""","process_text:""LEETTZZ GO IT S SuperTuesday bamfament TongueOutTuesday YouTube guttawitdasack music indieartist SCmusic RAPPER trapmusic rapmusic HipHop challenge2020 SONMOM MOM DOES MUSIC VIDEO TO HER SON MUSIC LOVE PROMO""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12f63d1e562006d9295b""}","original_text:""May today be the DAY that ALL the people of #God are provided protection from the wickedness found within this evil dying world. May today be the DAY the #LOVE of #CHRIST #JESUS provides an invisible barrier against those who plot day and night!#Prayer\n\n#JesusSaves #JesusHeals""","label:""happy""","process_text:""May today be the DAY that ALL the people of God are provided protection from the wickedness found within this evil dying world May today be the DAY the LOVE of CHRIST JESUS provides an invisible barrier against those who plot day and night Prayer JesusSaves JesusHeals""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d12fb3d1e562006d9295c""}","original_text:""I don’t know where I found this"," but I can relate to it 🤓🥰 @AcademicChatter #AcademicChatter #AcademicTwitter #phdchat #love https://t.co/1qADoJ5dnD""","label:""happy""","process_text:""I do not know where I found this but I can relate to it AcademicChatter AcademicTwitter phdchat love""}",,,,,,,,
"{""_id"":{""$oid"":""5e6d13003d1e562006d9295d""}","original_text:""3 GREEN TEA hydration &amp; radiant mask\n🛍💸Click 👇 for deal 💸🛍\nhttps://t.co/hSeZcGtAl7\n\n#makeup #glam #beauty #sale #product #USA #Deals #glamour #ebaysales #onlineshopping #like #love #HealthyLiving #skincare #skincareroutine #rejuvenate #beautiful #giftforher #makeupartist https://t.co/mQIH8hKz7x""","label:""happy""","process_text:""3 GREEN TEA hydration amp radiant mask Click for deal makeup glam beauty sale product USA Deals glamour ebaysales onlineshopping like love HealthyLiving skincare skincareroutine rejuvenate beautiful giftforher makeupartist""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d130a3d1e562006d9295f""}","original_text:""Kirby loves you and wishes you a great day 💃🏻 #kirby #nintendo #love #canon @KirbyInformer @iameIiza @NintendoTweet @Kirby_JP @GoodSmile_US @HAL_Laboratory @dreamlandgem @cinnamoniboni https://t.co/P0eqIwyimU""","label:""happy""","process_text:""Kirby loves you and wishes you a great day kirby nintendo love canon JP US Laboratory""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13103d1e562006d92960""}","original_text:""✨✨Good morning my lovely friends! ✨✨\n\nWishing you all a wonderful day with happiness and beautiful moments!\n\n#Family #Friends #friendship #Love #BeHappy #BeKind #CentralStation #Antwerp #Belgium https://t.co/2KH0UiIEk5""","label:""happy""","process_text:""Good morning my lovely friends Wishing you all a wonderful day with happiness and beautiful moments Family Friends friendship Love BeHappy BeKind CentralStation Antwerp Belgium""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13163d1e562006d92961""}","original_text:""11 �?Psychic Lucida �?11 (twinflamerx) I'm available to do a reading for you on any topic"," especially #LOVE &amp; #SoulConnections #TF https://t.co/Y1FUqjbwRX #bitwine https://t.co/QpDySpPysr""","label:""happy""","process_text:""11 Psychic Lucida 11 twinflamerx I m available to do a reading for you on any topic especially LOVE amp SoulConnections TF bitwine""}",,,,,,,,
"{""_id"":{""$oid"":""5e6d131c3d1e562006d92962""}","original_text:""Keep smiling with your head held high. The world is your runway 💁‍♀�?... #motivational #motivation #motivationalquotes #inspiration #quotes #inspirational #success #love #inspirationalquotes #makeup #quoteoftheday�?https://t.co/oFTiOrJqK8""","label:""happy""","process_text:""Keep smiling with your head held high The world is your runway motivational motivation motivationalquotes inspiration quotes inspirational success love inspirationalquotes makeup quoteoftheday""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13213d1e562006d92963""}","original_text:""Wonderful evening and Good night to everyone 🤙🏄🏻‍♂️🏄‍♀�?😴  #BeachCamping \n#Sunset #Water #Surf #SaltLife #Playa #Ocean #VitaminSea ⁠⁠ ⁠⁠ ⁠⁠ #Goodvibesonly #SweetDreams #Love #TiAmo #Enjoytheview https://t.co/3Eukodp0lU""","label:""happy""","process_text:""Wonderful evening and Good night to everyone BeachCamping Sunset Water Surf SaltLife Playa Ocean VitaminSea Goodvibesonly SweetDreams Love TiAmo Enjoytheview""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13283d1e562006d92964""}","original_text:""BITCH!!! ❌⭕️❌\n\n#love #passion #picture #photo #social #instagram #fashion #blogger #followers #influencer #people #friends #FF #l4l #instafollow #tagforlikes  #online #instagood #tbt #photooftheday #style #bitch https://t.co/kG0Y4MmD3k""","label:""happy""","process_text:""BITCH love passion picture photo social instagram fashion blogger followers influencer people friends FF l4l instafollow tagforlikes online instagood tbt photooftheday style bitch""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d132f3d1e562006d92965""}","original_text:""What a lovely place 🥰🔥💥🏞\n.\n.\n.\n.\n#sun #travel #waterfall #nature #positivevibes #love #summer #cool #photooftheday #instagood #instagramer #instaphoto #costarica #river @ Cataratas Los Chorros https://t.co/hvZMko3Btm""","label:""happy""","process_text:""What a lovely place sun travel waterfall nature positivevibes love summer cool photooftheday instagood instagramer instaphoto costarica river Cataratas Los Chorros""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13363d1e562006d92966""}","original_text:""I caught a cold and might have some allergies. So sleepy.. 💤  Don’t worry! Mom is taking care of me. ❤️ #cats #cat #catsofinstagram  #catlover #meow #kitten #pets #kitty #catlovers #love #cute #pet #gatos #catlife #gato #ilovemycat #lovecats #animal #sleepy #CatsOfTwitter https://t.co/BDeDfkOOtG""","label:""happy""","process_text:""I caught a cold and might have some allergies So sleepy Do not worry Mom is taking care of me cats cat catsofinstagram catlover meow kitten pets kitty catlovers love cute pet gatos catlife gato ilovemycat lovecats animal sleepy CatsOfTwitter""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d133e3d1e562006d92967""}","original_text:""Good morning! Happy #March1st #March2020. \nCan u help 2ward the cost of my #BlackCat Bradley's medicine? \nHe's hyperthyroid &amp; arthritis &amp; we have to top up meds &amp; have his blood tests on Friday.\nhttps://t.co/IL2tlLKiNY\nI work hard but can't make enough. 💔\n#ThankYou #Giving #love https://t.co/fePVPFjDSd""","label:""happy""","process_text:""Good morning Happy March1st March2020 Can u help 2ward the cost of my BlackCat Bradley s medicine He s hyperthyroid amp arthritis amp we have to top up meds amp have his blood tests on Friday I work hard but can t make enough ThankYou Giving love""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13453d1e562006d92968""}","original_text:""The word on the street is that you are magnificent"," and that your life is amazing. #JoyTrain #joy #TuesdayMotivation #encouragement #compassion #spirituality #writerslift""","label:""happy""","process_text:""The word on the street is that you are magnificent and that your life is amazing JoyTrain joy TuesdayMotivation encouragement compassion spirituality writerslift""}",,,,,,,,
"{""_id"":{""$oid"":""5e6d134d3d1e562006d92969""}","original_text:""❤️  Agree. But it does take practice For sure  😀\n\n#positive #affirmation #positivity #possibilities #positivethinking #happy #motivation  #happiness #dreams #goals #believe #grateful #relaxation #love #solution #kind #gratitude #kindness  #northeasthour❤️ https://t.co/MYRwaqZP6Q""","label:""happy""","process_text:""Agree But it does take practice For sure positive affirmation positivity possibilities positivethinking happy motivation happiness dreams goals believe grateful relaxation love solution kind gratitude kindness northeasthour""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6d13553d1e562006d9296a""}","original_text:""H.H. the XIV @DalaiLama", #Tibet’s spiritual leader: If you wish to experience peace," provide #peace for another.\n\n#�?#부�?#�?#Будда #Phật #Buddha #Buda #Bouddha #worldpeace #meditation #joy #mindfulness #compassion #love #happiness #zen #awareness \n\n#CHINA #freeTIBET NOW!!! https://t.co/dMuyLTEY9g""","label:""happy""","process_text:""H H the XIV Tibet is spiritual leader If you wish to experience peace provide peace for another Ph t Buddha Buda Bouddha worldpeace meditation joy mindfulness compassion love happiness zen awareness CHINA freeTIBET NOW""}",,,,,,,
