"{""_id"":{""$oid"":""5e6d9c298cd9f4f03b49f848""}","original_text:""\""Superb characters and a fun story.\""\n\nOrphan and runaway Paul Wiseman only wanted to find a family. He found something else. Monsters exist...and they're on our side.\n\n#yalit #FANTASY #paranormal #vampire #zombie #adventure #ASMSG #humor \nhttps://t.co/MCvYEvdz8Z https://t.co/lWpXn4hrtR""","label:""excitement""","process_text:""Superb characters and a fun story Orphan and runaway Paul Wiseman only wanted to find a family He found something else Monsters exist and they re on our side yalit FANTASY paranormal vampire zombie adventure ASMSG humor""}",,,,,
"{""_id"":{""$oid"":""5e6d9c398cd9f4f03b49f849""}","original_text:""🔸Tomb Raider I🔸 Lost Valley"," Peru. \n#crofty #TombRaider #laracroft #cosplay #cosplayergirl #cosplayer #Geek #geekgirl #cosplaying #adventure #Peru https://t.co/z1LX5Jv0Gb""","label:""excitement""","process_text:""Tomb Raider I Lost Valley Peru crofty TombRaider laracroft cosplay cosplayergirl cosplayer Geek geekgirl cosplaying adventure Peru""}",,,,
"{""_id"":{""$oid"":""5e6d9c4a8cd9f4f03b49f84a""}","original_text:""You simply can't go wrong with one of his books! Order \""Elk Meadows\"" now. #mustread #action #adventure #JohnHansen #suspense  @vandorn52 available at Amazon --&gt; https://t.co/G708JYPMuW https://t.co/KoxBo0Rtcp""","label:""excitement""","process_text:""You simply can t go wrong with one of his books Order Elk Meadows now mustread action adventure JohnHansen suspense available at Amazon gt""}",,,,,
"{""_id"":{""$oid"":""5e6d9c608cd9f4f03b49f84b""}","original_text:""Are you 12 - 16 yrs old or know a young person who is"," and who's interested in the environment? This is an unmissable opportunity to get involved in conservation with a fantastic organisation and bunch of people. @Action4Conserv""","label:""excitement""","process_text:""Are you 12 16 yrs old or know a young person who is and who s interested in the environment This is an unmissable opportunity to get involved in conservation with a fantastic organisation and bunch of people""}",,,,
"{""_id"":{""$oid"":""5e6d9c738cd9f4f03b49f84c""}","original_text:""Don't worry my lil darlings. Mommy will drain u all. Wait ur turn. Big"," medium or small drains.  I can fit u all in! #catfish #catfishdomme #catfishgoddess #catfishaddiction #catfishkink #catfishfetish #paypigs #cashslaves #catfishscam #headfuck #pleasure #excitement #desire https://t.co/JKuoY0lULC""","label:""excitement""","process_text:""Don t worry my lil darlings Mommy will drain u all Wait ur turn Big medium or small drains I can fit u all in catfish catfishdomme catfishgoddess catfishaddiction catfishkink catfishfetish paypigs cashslaves catfishscam headfuck pleasure excitement desire""}",,,,
"{""_id"":{""$oid"":""5e6d9ca48cd9f4f03b49f84e""}","original_text:""Will it snow ❄❄more!! \n#luxurydestination #ninefurlongs #luxuryresorts #himalayas #incredibleindia #binsar #mountain #Instatravel #travel #luxury #nature #vacation #ecofriendly #uttrakhand #peaceful #birdsanctuary #relaxation #heritage #travel #tourism #adventure #wanderlust https://t.co/eZWRG2sr1U""","label:""excitement""","process_text:""Will it snow more luxurydestination ninefurlongs luxuryresorts himalayas incredibleindia binsar mountain Instatravel travel luxury nature vacation ecofriendly uttrakhand peaceful birdsanctuary relaxation heritage travel tourism adventure wanderlust""}",,,,,
"{""_id"":{""$oid"":""5e6d9cb68cd9f4f03b49f84f""}","original_text:""📚📚📚📚📚📚📚📚\nThis is how the Grand Library of Oniria Spins. We have more than 400 interactive volumes waiting to be discovered!\n📚📚📚📚📚📚📚📚\n\n#indiegame | #voxel | #adventure | #detective | #DREAMS | #madewithunity | #screenshotsaturday | @DevsFromSpain | #books https://t.co/3cr3pCe4eN""","label:""excitement""","process_text:""This is how the Grand Library of Oniria Spins We have more than 400 interactive volumes waiting to be discovered indiegame voxel adventure detective DREAMS madewithunity screenshotsaturday books""}",,,,,
"{""_id"":{""$oid"":""5e6d9cc98cd9f4f03b49f850""}","original_text:""Find the answer.  IS THIS WHAT DEATH IS LIKE? Why did success in battle lead to defeat in peace. #neardeathexperience \nhttps://t.co/nolUno51Wa  \n #fighterjet   #action   #adventure  #fighterplane""","label:""excitement""","process_text:""Find the answer IS THIS WHAT DEATH IS LIKE Why did success in battle lead to defeat in peace neardeathexperience fighterjet action adventure fighterplane""}",,,,,
"{""_id"":{""$oid"":""5e6d9cdc8cd9f4f03b49f851""}","original_text:""\""HIS HIGHLAND LOVE by Willa Blair is another fantastic read.\"" Get your copy immediately!  https://t.co/cheGb7Ht9t #mustread #Scottish #historical #romance #adventure #series Book2 https://t.co/Fcu6faMQd8""","label:""excitement""","process_text:""HIS HIGHLAND LOVE by Willa Blair is another fantastic read Get your copy immediately mustread Scottish historical romance adventure series Book2""}",,,,,
"{""_id"":{""$oid"":""5e6d9cf08cd9f4f03b49f852""}","original_text:""Hermitage Foreshore track (1.8km) https://t.co/32ItIr5tKv\n#trailhikingaust #trailhiking #adventure #hiking #bushwalking #lovehiking #walking #hikinglife #letsgohiking #hikingadventures #outdoors #australia https://t.co/Ci9QqwVGtb""","label:""excitement""","process_text:""Hermitage Foreshore track 1 8km trailhikingaust trailhiking adventure hiking bushwalking lovehiking walking hikinglife letsgohiking hikingadventures outdoors australia""}",,,,,
"{""_id"":{""$oid"":""5e6d9d058cd9f4f03b49f853""}","original_text:""❈REVENGE�?\nAn action packed #Western\nhttps://t.co/3eSrufoE8s\n\nTom flattened Zeke in a fight \nso the drunk swore to kill him. \nBut Tom was marrying Lacey and \nnow they were both in deep trouble.\n\n#BookBoost #Adventure\n99c ~ FREE on KindleUnlimited""","label:""excitement""","process_text:""REVENGE An action packed Western Tom flattened Zeke in a fight so the drunk swore to kill him But Tom was marrying Lacey and now they were both in deep trouble BookBoost Adventure 99c FREE on KindleUnlimited""}",,,,,
"{""_id"":{""$oid"":""5e6d9d1c8cd9f4f03b49f854""}","original_text:""🦇🦇🦇🦇🦇\nExcerpt taken from #Inquisition #book2 #TheWolfgangTrilogy #fdgross #TheCrestHavens #vampires #bloodthirsty #monsters #macabre #IARTG #mustread #suspense #adventure #slaying #gothic #horror #paranormal #amazon #goodreads\nhttps://t.co/OwWZDLhbgR https://t.co/iQXyMYprZW""","label:""excitement""","process_text:""Excerpt taken from Inquisition book2 TheWolfgangTrilogy fdgross TheCrestHavens vampires bloodthirsty monsters macabre IARTG mustread suspense adventure slaying gothic horror paranormal amazon goodreads""}",,,,,
"{""_id"":{""$oid"":""5e6d9d3b8cd9f4f03b49f855""}","original_text:""#newblogpost from our NEW  #SKhistory blog! We are so #excited to share \""A #Moose Hunt Story\"" by John Merasty!\n\n#livingheritage #cdnhist #writing #magazine #memories #foodhistory #hunting #northernsk #snowmobiles #twitterstorians #sk #cdnhistory #cndhist\n\nhttps://t.co/zYvGWXuwRI""","label:""excitement""","process_text:""newblogpost from our NEW SKhistory blog We are so excited to share A Moose Hunt Story by John Merasty livingheritage cdnhist writing magazine memories foodhistory hunting northernsk snowmobiles twitterstorians sk cdnhistory cndhist""}",,,,,
"{""_id"":{""$oid"":""5e6d9d508cd9f4f03b49f856""}","original_text:""Modern Godhood launches on @kickstarter April 1st! A #fantasy #comic of 3 short stories that combine the mythical with the biblical.\n\n#indiecomics #makecomics #kickstarter #action #supernatural #adventure #makecomics #anthology #crowdfund #comicbooks #NCBD #comicart #art #comics https://t.co/ximO3HKGAY""","label:""excitement""","process_text:""Modern Godhood launches on April 1st A fantasy comic of 3 short stories that combine the mythical with the biblical indiecomics makecomics kickstarter action supernatural adventure makecomics anthology crowdfund comicbooks NCBD comicart art comics""}",,,,,
"{""_id"":{""$oid"":""5e6d9d648cd9f4f03b49f857""}","original_text:""Take time for the breath taking #ShadyRays #LiveHard #sunglasses #shades #style #outdoors #hike #hiking #nature #adventure photo by: Alexandre Roy-Brunelle https://t.co/yqrTHRCtgm""","label:""excitement""","process_text:""Take time for the breath taking ShadyRays LiveHard sunglasses shades style outdoors hike hiking nature adventure photo by Alexandre Roy Brunelle""}",,,,,
"{""_id"":{""$oid"":""5e6d9d7c8cd9f4f03b49f858""}","original_text:""Want something to read while you’re hunkered down. Armchair travel with Savannah and Michael #rimance #adventure #humor #hope https://t.co/zdfSWpTUEF""","label:""excitement""","process_text:""Want something to read while you are hunkered down Armchair travel with Savannah and Michael rimance adventure humor hope""}",,,,,
"{""_id"":{""$oid"":""5e6d9d8e8cd9f4f03b49f859""}","original_text:""Banana tree at San Javier mission outside of Loreto I Baja", California," #Mexico. That flower bus looks almost obscene. KLR did great. Looks like Omar did a good job! #motorcycle #adventure #travel https://t.co/Y3BrXptV2h""","label:""excitement""","process_text:""Banana tree at San Javier mission outside of Loreto I Baja California Mexico That flower bus looks almost obscene KLR did great Looks like Omar did a good job motorcycle adventure travel""}",,,
"{""_id"":{""$oid"":""5e6d9da08cd9f4f03b49f85a""}","original_text:""For a successful helicopter evacuation on Mount Kilimanjaro and Mount Meru"," one should acquire a travel insurance that covers medical evacuation 6000 M ASL. The helicopter evacuation will be available 24/7 \n#MtKilimanjaro #MtMeru #Adventure #SafetyFirst https://t.co/DggWrOEf0P""","label:""excitement""","process_text:""For a successful helicopter evacuation on Mount Kilimanjaro and Mount Meru one should acquire a travel insurance that covers medical evacuation 600 M ASL The helicopter evacuation will be available 24 7 MtKilimanjaro MtMeru Adventure SafetyFirst""}",,,,
"{""_id"":{""$oid"":""5e6d9db28cd9f4f03b49f85b""}","original_text:""As gamers we all have an extensive back log of title we need to play but always buy more!\n\nWhat upcoming games are you looking forward to &amp; why!\n\n#UpcomingGames #NewReleases #Excited https://t.co/8LEGblXLJ8""","label:""excitement""","process_text:""As gamers we all have an extensive back log of title we need to play but always buy more What upcoming games are you looking forward to amp why UpcomingGames NewReleases Excited""}",,,,,
"{""_id"":{""$oid"":""5e6d9dca8cd9f4f03b49f85c""}","original_text:""Check out Random Encounters Adventure Maps by Alvin Bearden on #Kickstarter https://t.co/Z9S0kcfQ4T #crowdfunding #crowdsourcing #games #gaming #play #TabletopGaming #adventure #AdventureMaps #AdventureMapCards""","label:""excitement""","process_text:""Check out Random Encounters Adventure Maps by Alvin Bearden on Kickstarter crowdfunding crowdsourcing games gaming play TabletopGaming adventure AdventureMaps AdventureMapCards""}",,,,,
"{""_id"":{""$oid"":""5e6d9ddd8cd9f4f03b49f85d""}","original_text:""Stand Before The Children / Monsters among us…By Sandra Yearman\n https://t.co/r02Ggr5ynf via @amazon \n#series #fantasy #goodreads #mustreads #amreading #books #BookBoost #ASMSG #IARTG #adventure https://t.co/PvVDrwOaMT""","label:""excitement""","process_text:""Stand Before The Children Monsters among us By Sandra Yearman via series fantasy goodreads mustreads amreading books BookBoost ASMSG IARTG adventure""}",,,,,
"{""_id"":{""$oid"":""5e6d9df38cd9f4f03b49f85e""}","original_text:""Sorry if something like this was posted before\n⚔️🐉\n#dungeonsanddragons #gamenight #dndminiatures #charactersheet  #adventure  #meme #druid https://t.co/niiGVElAlO""","label:""excitement""","process_text:""Sorry if something like this was posted before dungeonsanddragons gamenight dndminiatures charactersheet adventure meme druid""}",,,,,
"{""_id"":{""$oid"":""5e6d9e058cd9f4f03b49f85f""}","original_text:""⭐Vincent⭐️ by Jonathan G. Meyer\nAuthor of the AL CLARK Series\n👉 Amazon: https://t.co/E9R8SegNMv\n(Ebook-Print-Audio)\n\nAn Old-Fashioned #SciFi #Adventure of unusual heros in a race to save two worlds. #IARTG #ASMSG #SFRTG #mybookagents #kindleunlimited #readindie \nDownload Now: https://t.co/VakqdCZKmH""","label:""excitement""","process_text:""Vincent by Jonathan G Meyer Author of the AL CLARK Series Amazon Ebook Print Audio An Old Fashioned SciFi Adventure of unusual heros in a race to save two worlds IARTG ASMSG SFRTG mybookagents kindleunlimited readindie Download Now""}",,,,,
"{""_id"":{""$oid"":""5e6d9e198cd9f4f03b49f860""}","original_text:""Thank you @StarAcademies for a wonderful event! Your hospitality has been fabulous. Our pupils have had an amazing time representing @olive_bolton at the #StarAwards #WeAreStar #Teamwork #Ambition #Respect https://t.co/2zk71KK4o1""","label:""excitement""","process_text:""Thank you for a wonderful event Your hospitality has been fabulous Our pupils have had an amazing time representing bolton at the StarAwards WeAreStar Teamwork Ambition Respect""}",,,,,
"{""_id"":{""$oid"":""5e6d9e2b8cd9f4f03b49f861""}","original_text:""Develop your own character and create their story in Call to Adventure from @BwiseGames. Want more? Add ally and adversary cards. Prefer cooperative #games? There's an option for that too! Details: https://t.co/EOq53dX88u #Adventure #boardgame #gamenight #CallToAdventure""","label:""excitement""","process_text:""Develop your own character and create their story in Call to Adventure from Want more Add ally and adversary cards Prefer cooperative games There s an option for that too Details Adventure boardgame gamenight CallToAdventure""}",,,,,
"{""_id"":{""$oid"":""5e6d9e3d8cd9f4f03b49f862""}","original_text:""@LeeRich24399893 Thank you:) Here’s my #NewRelease. #ReadingCommunity", escape from all the chaos," join the adventure ;) https://t.co/ACZI1Xe68M""","label:""excitement""","process_text:""Thank you Here is my NewRelease ReadingCommunity escape from all the chaos join the adventure""}",,,
"{""_id"":{""$oid"":""5e6d9e4e8cd9f4f03b49f863""}","original_text:""Planning #travel on your next vacation? #Kathmandu is among top 5 most interesting cities to visit by Lonelyplanet. Here's our top tips for #adventure", #hiking, #camping," #backpacking in #Nepal. https://t.co/LbQDS4nCxy #Explore #culture #heritage #nature on your #vacation #ttot""","label:""excitement""","process_text:""Planning travel on your next vacation Kathmandu is among top 5 most interesting cities to visit by Lonelyplanet Here s our top tips for adventure hiking camping backpacking in Nepal Explore culture heritage nature on your vacation ttot""}",,
"{""_id"":{""$oid"":""5e6d9e628cd9f4f03b49f864""}","original_text:""NEW STORY IS LIVE!!! Check it out!!! Link:https://t.co/LYcsJiYUL6\n\n#Authors #Fanauthoring #new #adventure #art #novel #reading #blogger #books #creating #fantasy #writing #write https://t.co/yVq1Vx0XuE""","label:""excitement""","process_text:""NEW STORY IS LIVE Check it out Link Authors Fanauthoring new adventure art novel reading blogger books creating fantasy writing write""}",,,,,
"{""_id"":{""$oid"":""5e6d9e798cd9f4f03b49f865""}","original_text:""Sturt Gorge River Trail (9.8km) https://t.co/hBtJUinTva\n#trailhikingaust #trailhiking #adventure #hiking #bushwalking #lovehiking #walking #hikinglife #letsgohiking #hikingadventures #outdoors #australia https://t.co/hIclbd5SCd""","label:""excitement""","process_text:""Sturt Gorge River Trail 9 8km trailhikingaust trailhiking adventure hiking bushwalking lovehiking walking hikinglife letsgohiking hikingadventures outdoors australia""}",,,,,
"{""_id"":{""$oid"":""5e6d9ea28cd9f4f03b49f867""}","original_text:""Can't go anywhere? Trapped in the house? Looking for something to do? Check out Semi-Sages of the Pages Podcast. We don't know where we're going"," but we're on an adventure. PS--be kind to #healthcare workers. #semisage #podcast #adventure https://t.co/dGWQdHxMJa""","label:""excitement""","process_text:""Can t go anywhere Trapped in the house Looking for something to do Check out Semi Sages of the Pages Podcast We don t know where we re going but we re on an adventure PS be kind to healthcare workers semisage podcast adventure""}",,,,
"{""_id"":{""$oid"":""5e6d9eb98cd9f4f03b49f868""}","original_text:""Holy Doodle! A Virtual Fizzy?\nIs that even possible?\n\nhttps://t.co/ewpQBoJanA\nYes it is ☝️ Check it out\n\n#geocaching #CacheCanada\n#gogeocaching #fun #adventure #virtual #fizzy \n@GoGeocaching https://t.co/vrmOwOK8Ys""","label:""excitement""","process_text:""Holy Doodle A Virtual Fizzy Is that even possible Yes it is Check it out geocaching CacheCanada gogeocaching fun adventure virtual fizzy""}",,,,,
