HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.emotion.label,Approve,Reject
30OITAWPCU7XR3PHA2PBINVCUA89HH,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,30LSNF239ZZP9YDWLDXJWWJZWD2I2T,A3UF6XXFFRR237,Submitted,Sat Mar 14 09:19:37 PDT 2020,Sat Mar 14 09:20:03 PDT 2020,Tue Mar 17 09:20:03 PDT 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),Watch here Follow for Hentai Like RT HentaiPRN doujins lovehentai Inc,Pleasant,,
30OITAWPCU7XR3PHA2PBINVCUA89HH,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3XXU1SWE8RZ376RKU21SWA21M7DA0X,A1RB2RPK7JZSDV,Submitted,Sat Mar 14 09:20:19 PDT 2020,Sat Mar 14 09:20:42 PDT 2020,Tue Mar 17 09:20:42 PDT 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),Watch here Follow for Hentai Like RT HentaiPRN doujins lovehentai Inc,Angry,,
3ODOP6T3BWOSF7GNAMQDEBEUJZC42Y,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,31IBVUNM9X3EWY988FB9V43IDJ3FV7,AGSRF3XBJHL78,Submitted,Sat Mar 14 09:20:37 PDT 2020,Sat Mar 14 09:21:41 PDT 2020,Tue Mar 17 09:21:41 PDT 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),Good morning superfan retweet rt repost share RepostandLike RAW MondayMorning mondaythoughts MondayMotivation MondayMood Jamaica jamaicans jamaicancocky jamaicandick jacocky horny bareback sex bigblackdick bigdick blackbull blackman bi subscribe,Happy,,
3ODOP6T3BWOSF7GNAMQDEBEUJZC42Y,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3BV8HQ2ZZ15YLHDZWRH95BCSZAZA6Y,A1NF6PELRKACS9,Submitted,Sat Mar 14 09:20:07 PDT 2020,Sat Mar 14 09:20:38 PDT 2020,Tue Mar 17 09:20:38 PDT 2020,,,,31,0% (0/0),0% (0/0),0% (0/0),Good morning superfan retweet rt repost share RepostandLike RAW MondayMorning mondaythoughts MondayMotivation MondayMood Jamaica jamaicans jamaicancocky jamaicandick jacocky horny bareback sex bigblackdick bigdick blackbull blackman bi subscribe,Pleasant,,
3ODOP6T3BWOSF7GNAMQDEBEUJZC42Y,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3VSOLARPKGDLJFGCLJ5B2DPOJ1F396,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:20 PDT 2020,Sat Mar 14 09:21:21 PDT 2020,Tue Mar 17 09:21:21 PDT 2020,,,,121,0% (0/0),0% (0/0),0% (0/0),Good morning superfan retweet rt repost share RepostandLike RAW MondayMorning mondaythoughts MondayMotivation MondayMood Jamaica jamaicans jamaicancocky jamaicandick jacocky horny bareback sex bigblackdick bigdick blackbull blackman bi subscribe,Happy,,
382GHPVPIWVH0PC6EM4IXLJMPDC439,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,378XPAWRUHHEE180YSQY2E2X81UIA0,A37XA1JSSYORAZ,Submitted,Sat Mar 14 09:20:12 PDT 2020,Sat Mar 14 09:20:27 PDT 2020,Tue Mar 17 09:20:27 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),Keep up the progress and enjoy the results Motivation Inspiration Focus PersonalGrowth ProfessionalGrowth Goals,Happy,,
382GHPVPIWVH0PC6EM4IXLJMPDC439,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,38SKSKU7R61VAKZ4VJFOBSI82DTILI,A1NF6PELRKACS9,Submitted,Sat Mar 14 09:20:39 PDT 2020,Sat Mar 14 09:20:56 PDT 2020,Tue Mar 17 09:20:56 PDT 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),Keep up the progress and enjoy the results Motivation Inspiration Focus PersonalGrowth ProfessionalGrowth Goals,Happy,,
382GHPVPIWVH0PC6EM4IXLJMPDC439,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3OVR4I9USUNCTAG22ZLGYD7J71F4QE,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:33 PDT 2020,Sat Mar 14 09:23:24 PDT 2020,Tue Mar 17 09:23:24 PDT 2020,,,,231,0% (0/0),0% (0/0),0% (0/0),Keep up the progress and enjoy the results Motivation Inspiration Focus PersonalGrowth ProfessionalGrowth Goals,Excitement,,
3TUOHPJXZL15PP248HHPZTRHG1BWXM,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,31N2WW6R9WUUKP7PO553C9BZMZA3FY,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:31 PDT 2020,Sat Mar 14 09:22:38 PDT 2020,Tue Mar 17 09:22:38 PDT 2020,,,,187,0% (0/0),0% (0/0),0% (0/0),The gorgeous amazing sexy looking outstanding and love working with her and will have so much more to come so show the love and make sure you like follow retweet sexy tits PUSSY hot superhot xx adult mission35k many more to come,Excitement,,
3TUOHPJXZL15PP248HHPZTRHG1BWXM,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3LWJHTCVCHQMRQDRMGHZPH4AWROQFO,A1ELCU95XTLLS,Submitted,Sat Mar 14 09:21:08 PDT 2020,Sat Mar 14 09:23:09 PDT 2020,Tue Mar 17 09:23:09 PDT 2020,,,,121,0% (0/0),0% (0/0),0% (0/0),The gorgeous amazing sexy looking outstanding and love working with her and will have so much more to come so show the love and make sure you like follow retweet sexy tits PUSSY hot superhot xx adult mission35k many more to come,Pleasant,,
3TUOHPJXZL15PP248HHPZTRHG1BWXM,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3OJSZ2ATDX0KJBFNK5VK3EW227I57M,A2UX51720P2CXB,Submitted,Sat Mar 14 09:20:13 PDT 2020,Sat Mar 14 09:20:23 PDT 2020,Tue Mar 17 09:20:23 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),The gorgeous amazing sexy looking outstanding and love working with her and will have so much more to come so show the love and make sure you like follow retweet sexy tits PUSSY hot superhot xx adult mission35k many more to come,Excitement,,
3CMIQF80HRUNMDMMVL9T7RWBVWW6QZ,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,35LDD5557F86MX7DVY1FOLCAUM8KMX,A1257SFH8W5MCV,Submitted,Sat Mar 14 09:20:28 PDT 2020,Sat Mar 14 09:20:35 PDT 2020,Tue Mar 17 09:20:35 PDT 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),Believe in yourself Believe in your aim and make it happen entrepreneur Entrepreneurship entrepreneurlife entrepreneurUk ybt yourbusinesstutor ybtutor success MakeItHappen MotivationalQuotes motivation SaturdayMotivation,Excitement,,
3CMIQF80HRUNMDMMVL9T7RWBVWW6QZ,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3HL8HNGX4A5GZRW55E6D3MELMRKF9R,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:28 PDT 2020,Sat Mar 14 09:22:06 PDT 2020,Tue Mar 17 09:22:06 PDT 2020,,,,158,0% (0/0),0% (0/0),0% (0/0),Believe in yourself Believe in your aim and make it happen entrepreneur Entrepreneurship entrepreneurlife entrepreneurUk ybt yourbusinesstutor ybtutor success MakeItHappen MotivationalQuotes motivation SaturdayMotivation,Pleasant,,
3CMIQF80HRUNMDMMVL9T7RWBVWW6QZ,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3PEIJLRY6YX8B90YYJMRNDM3OX0XWP,A37XA1JSSYORAZ,Submitted,Sat Mar 14 09:19:36 PDT 2020,Sat Mar 14 09:19:53 PDT 2020,Tue Mar 17 09:19:53 PDT 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),Believe in yourself Believe in your aim and make it happen entrepreneur Entrepreneurship entrepreneurlife entrepreneurUk ybt yourbusinesstutor ybtutor success MakeItHappen MotivationalQuotes motivation SaturdayMotivation,Excitement,,
32LAQ1JNUDTLG44F871RS2LEIPCUT2,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,34Q075JO12H7DIEKYJ8ZL99YID7100,A2PTXQ060AH5S5,Submitted,Sat Mar 14 09:20:23 PDT 2020,Sat Mar 14 09:22:33 PDT 2020,Tue Mar 17 09:22:33 PDT 2020,,,,130,0% (0/0),0% (0/0),0% (0/0),Podcast Listen Share Donate Interview James Corbett Talks Critically Thinking About The News The Coronavirus Agenda Real Solutions The Big Picture amp Much More Ancap Libertarian coronavirusoutbreak propaganda WWI,Fear,,
32LAQ1JNUDTLG44F871RS2LEIPCUT2,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3FTOP5WARKSE8ZUOO8E5P95KCU70J3,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:18 PDT 2020,Sat Mar 14 09:21:11 PDT 2020,Tue Mar 17 09:21:11 PDT 2020,,,,113,0% (0/0),0% (0/0),0% (0/0),Podcast Listen Share Donate Interview James Corbett Talks Critically Thinking About The News The Coronavirus Agenda Real Solutions The Big Picture amp Much More Ancap Libertarian coronavirusoutbreak propaganda WWI,Happy,,
32LAQ1JNUDTLG44F871RS2LEIPCUT2,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3LOTDFNYAC3RBN9DYPG5H6MWKS5FWH,AS1NA68JQDBXU,Submitted,Sat Mar 14 09:20:39 PDT 2020,Sat Mar 14 09:20:54 PDT 2020,Tue Mar 17 09:20:54 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),Podcast Listen Share Donate Interview James Corbett Talks Critically Thinking About The News The Coronavirus Agenda Real Solutions The Big Picture amp Much More Ancap Libertarian coronavirusoutbreak propaganda WWI,Fear,,
3QMELQS6Z9FNYE1M80YTCH6GRIY6R0,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,36W0OB37H1IFJE5O42OCJVSRH9MHZ7,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:31 PDT 2020,Sat Mar 14 09:22:57 PDT 2020,Tue Mar 17 09:22:57 PDT 2020,,,,206,0% (0/0),0% (0/0),0% (0/0),milling around listening to talk radio and is it me but most of the candidates look like they got one foot in the grave talktuesday smh ebonydomme femdom musclegoddess stayinformed choosewisely ebonymusclegoddess nakednsexy confidence,Pleasant,,
3QMELQS6Z9FNYE1M80YTCH6GRIY6R0,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3II4UPYCOOBPT6ZVVAM91H1PKE8QDD,A1ELCU95XTLLS,Submitted,Sat Mar 14 09:21:04 PDT 2020,Sat Mar 14 09:22:58 PDT 2020,Tue Mar 17 09:22:58 PDT 2020,,,,114,0% (0/0),0% (0/0),0% (0/0),milling around listening to talk radio and is it me but most of the candidates look like they got one foot in the grave talktuesday smh ebonydomme femdom musclegoddess stayinformed choosewisely ebonymusclegoddess nakednsexy confidence,Excitement,,
3QMELQS6Z9FNYE1M80YTCH6GRIY6R0,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3TDXMTX3CGYDRZWX8F9MM90BCI4I6A,A1257SFH8W5MCV,Submitted,Sat Mar 14 09:19:55 PDT 2020,Sat Mar 14 09:20:13 PDT 2020,Tue Mar 17 09:20:13 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),milling around listening to talk radio and is it me but most of the candidates look like they got one foot in the grave talktuesday smh ebonydomme femdom musclegoddess stayinformed choosewisely ebonymusclegoddess nakednsexy confidence,Pleasant,,
34OWYT6U40LXNY01GK7WIZWRUNN9IA,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,32ZKVD547KR478V9J3J7TJKE71I3BG,A3746TDKYH8SJ9,Submitted,Sat Mar 14 09:19:26 PDT 2020,Sat Mar 14 09:21:44 PDT 2020,Tue Mar 17 09:21:44 PDT 2020,,,,138,0% (0/0),0% (0/0),0% (0/0),Difficult and meaningful will always bring more satisfaction than easy and meaningless Maxime Lagac Quote Share LifeLessons,Fear,,
34OWYT6U40LXNY01GK7WIZWRUNN9IA,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3EQHHY4HQXW3C4QOD8ZE9R9V1A15GP,A3CF1SF4SYE8CQ,Submitted,Sat Mar 14 09:20:34 PDT 2020,Sat Mar 14 09:20:47 PDT 2020,Tue Mar 17 09:20:47 PDT 2020,,,,13,100% (5/5),100% (5/5),100% (5/5),Difficult and meaningful will always bring more satisfaction than easy and meaningless Maxime Lagac Quote Share LifeLessons,Pleasant,,
34OWYT6U40LXNY01GK7WIZWRUNN9IA,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,3TXMY6UCAJSFOETHVERYHBJ7ZEWCQZ,A1M0D2SFAJAC3H,Submitted,Sat Mar 14 09:19:44 PDT 2020,Sat Mar 14 09:19:53 PDT 2020,Tue Mar 17 09:19:53 PDT 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),Difficult and meaningful will always bring more satisfaction than easy and meaningless Maxime Lagac Quote Share LifeLessons,Pleasant,,
3XAOZ9UYS3VSFRLPPFXCCV5UNLG1QW,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 09:18:56 PDT 2020,3,BatchId:3955737;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 09:18:56 PDT 2020,,,30OG32W0SZF9IF03BD5C35O5FFMNEG,ARG392N6HWZCJ,Submitted,Sat Mar 14 09:20:35 PDT 2020,Sat Mar 14 09:22:14 PDT 2020,Tue Mar 17 09:22:14 PDT 2020,,,,99,0% (0/0),0% (0/0),0% (0/0),Be best friends with yourself Learn how to be happy or at least happier when you spend time alone via women happy happiness alone health wellness wellbeing selfcare confidence alonetime,Happy,,
