HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.emotion.label,Approve,Reject
3FI30CQHWON0I7KXC3C3C21C9WX6BP,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3QIYRE09Y8LAYE6RZPAXWL5BR7SN1A,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:15 PDT 2020,Sat Mar 14 12:04:02 PDT 2020,Tue Mar 17 12:04:02 PDT 2020,,,,527,0% (0/0),0% (0/0),0% (0/0),Am watching Wuhan virus presser as declares national emergency expedites approval of new diagnostic tests introduces an array of hovt industry execs waives payments on college loans amp wonder how long before 1st msm criticism on what front this time Sad,Angry,,
3FI30CQHWON0I7KXC3C3C21C9WX6BP,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3RJSC4XJ15Y610F3Z6ABOZMFVUM50Z,A3746TDKYH8SJ9,Submitted,Sat Mar 14 11:54:48 PDT 2020,Sat Mar 14 11:55:56 PDT 2020,Tue Mar 17 11:55:56 PDT 2020,,,,68,0% (0/0),0% (0/0),0% (0/0),Am watching Wuhan virus presser as declares national emergency expedites approval of new diagnostic tests introduces an array of hovt industry execs waives payments on college loans amp wonder how long before 1st msm criticism on what front this time Sad,Fear,,
3C8QQOM6KT5SO01A5HAMN8NMUH6ILI,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3COPXFW7XGGC704QNET75P650STKP6,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:26 PDT 2020,Sat Mar 14 12:08:16 PDT 2020,Tue Mar 17 12:08:16 PDT 2020,,,,770,0% (0/0),0% (0/0),0% (0/0),Fly me to the moon lofi lofihiphop hiphop music lofibeats sad clouds aesthetic beats chill producer dusk nintendo pink anime sunsets sunset aesthetic lofimusic lofiedits boombap rap art trap lofiandchill chillwave lofivibes chil,Excitement,,
3C8QQOM6KT5SO01A5HAMN8NMUH6ILI,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3VFJCI1K443SHROMAFCHCSERUT0RG2,A1FI4XZJQXOGPF,Submitted,Sat Mar 14 11:55:02 PDT 2020,Sat Mar 14 11:57:06 PDT 2020,Tue Mar 17 11:57:06 PDT 2020,,,,124,0% (0/0),0% (0/0),0% (0/0),Fly me to the moon lofi lofihiphop hiphop music lofibeats sad clouds aesthetic beats chill producer dusk nintendo pink anime sunsets sunset aesthetic lofimusic lofiedits boombap rap art trap lofiandchill chillwave lofivibes chil,Pleasant,,
3C8QQOM6KT5SO01A5HAMN8NMUH6ILI,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3Y5140Z9D2KL15E2NB8VS9RS8O4PI0,A3746TDKYH8SJ9,Submitted,Sat Mar 14 11:55:01 PDT 2020,Sat Mar 14 11:56:56 PDT 2020,Tue Mar 17 11:56:56 PDT 2020,,,,115,0% (0/0),0% (0/0),0% (0/0),Fly me to the moon lofi lofihiphop hiphop music lofibeats sad clouds aesthetic beats chill producer dusk nintendo pink anime sunsets sunset aesthetic lofimusic lofiedits boombap rap art trap lofiandchill chillwave lofivibes chil,Pleasant,,
3O4VWC1GF0A737VRHTRM3N857A43J1,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3E7TUJ2EGHQJ17I9E8BNFMB0BFED9R,AQ57WA9SJ577M,Submitted,Sat Mar 14 11:54:48 PDT 2020,Sat Mar 14 11:55:52 PDT 2020,Tue Mar 17 11:55:52 PDT 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),Oh wait Your Truly found the answer MSM knows exactly what s going on with surveillance ABUSES by Trump admin but STAYS SILENT so as not to UPSET their elite friends Don t take Yours Truly s word for it people figured this out WAY BACK IN 1978 SAD,Angry,,
3O4VWC1GF0A737VRHTRM3N857A43J1,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3LJ7UR74RMHRQD3AM7TZUJCE3R2N4N,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:23 PDT 2020,Sat Mar 14 12:07:24 PDT 2020,Tue Mar 17 12:07:24 PDT 2020,,,,721,0% (0/0),0% (0/0),0% (0/0),Oh wait Your Truly found the answer MSM knows exactly what s going on with surveillance ABUSES by Trump admin but STAYS SILENT so as not to UPSET their elite friends Don t take Yours Truly s word for it people figured this out WAY BACK IN 1978 SAD,Happy,,
3O4VWC1GF0A737VRHTRM3N857A43J1,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3PEIJLRY6YX8B90YYJMRNDM3PYBWX2,A3746TDKYH8SJ9,Submitted,Sat Mar 14 11:55:25 PDT 2020,Sat Mar 14 11:59:02 PDT 2020,Tue Mar 17 11:59:02 PDT 2020,,,,217,0% (0/0),0% (0/0),0% (0/0),Oh wait Your Truly found the answer MSM knows exactly what s going on with surveillance ABUSES by Trump admin but STAYS SILENT so as not to UPSET their elite friends Don t take Yours Truly s word for it people figured this out WAY BACK IN 1978 SAD,Happy,,
3PUV2Q8SW88Z3GZCMQKHI8B4QIKBDM,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,38SKSKU7R61VAKZ4VJFOBSI83E3ILV,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:20 PDT 2020,Sat Mar 14 12:05:58 PDT 2020,Tue Mar 17 12:05:58 PDT 2020,,,,638,0% (0/0),0% (0/0),0% (0/0),All the tech we review goes to our fans New show starts soon Don t miss out Just stay tuned and fallow new techreview free tech giveaway sad happy lucky amazing gaming fortnite pubg minecraft dogs funny cute incredible luck,Angry,,
3PUV2Q8SW88Z3GZCMQKHI8B4QIKBDM,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3K3R2QNK8G75I9TV031CPMFOXF9U9I,A1VMYCTZSIBP5J,Submitted,Sat Mar 14 11:55:23 PDT 2020,Sat Mar 14 11:55:42 PDT 2020,Tue Mar 17 11:55:42 PDT 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),All the tech we review goes to our fans New show starts soon Don t miss out Just stay tuned and fallow new techreview free tech giveaway sad happy lucky amazing gaming fortnite pubg minecraft dogs funny cute incredible luck,Excitement,,
3PUV2Q8SW88Z3GZCMQKHI8B4QIKBDM,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3ZGVPD4G6YL5ONWJ4W51XEVFT4RZTC,A1TIO97G4K0ZFF,Submitted,Sat Mar 14 11:55:28 PDT 2020,Sat Mar 14 12:00:33 PDT 2020,Tue Mar 17 12:00:33 PDT 2020,,,,305,0% (0/0),0% (0/0),0% (0/0),All the tech we review goes to our fans New show starts soon Don t miss out Just stay tuned and fallow new techreview free tech giveaway sad happy lucky amazing gaming fortnite pubg minecraft dogs funny cute incredible luck,Angry,,
3XABXM4AK59AQR5AO06RR5S21RO8QP,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,317HQ483ICWLYK2P7WV3OKMX893INX,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:23 PDT 2020,Sat Mar 14 12:07:02 PDT 2020,Tue Mar 17 12:07:02 PDT 2020,,,,699,0% (0/0),0% (0/0),0% (0/0),Every bag eaten comes with a free shirt Sorry Mr Presidementia not available in XXL sad,Angry,,
3XABXM4AK59AQR5AO06RR5S21RO8QP,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3PH3VY7DJQ1XG40DZ1ACKY2EXY9WZZ,A1TIO97G4K0ZFF,Submitted,Sat Mar 14 11:55:30 PDT 2020,Sat Mar 14 11:59:49 PDT 2020,Tue Mar 17 11:59:49 PDT 2020,,,,259,0% (0/0),0% (0/0),0% (0/0),Every bag eaten comes with a free shirt Sorry Mr Presidementia not available in XXL sad,Fear,,
3XABXM4AK59AQR5AO06RR5S21RO8QP,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3TYCR1GOTHNH5AOEVN3ABNLYZR5ZL9,A3746TDKYH8SJ9,Submitted,Sat Mar 14 11:55:07 PDT 2020,Sat Mar 14 11:58:08 PDT 2020,Tue Mar 17 11:58:08 PDT 2020,,,,181,0% (0/0),0% (0/0),0% (0/0),Every bag eaten comes with a free shirt Sorry Mr Presidementia not available in XXL sad,Angry,,
3GV1I4SEPDTCVG693G1XQ5XHLQBL6R,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,37KGEN7NJ8UDIR1606YF16S4U2ZPPC,A1TIO97G4K0ZFF,Submitted,Sat Mar 14 11:55:34 PDT 2020,Sat Mar 14 12:26:22 PDT 2020,Tue Mar 17 12:26:22 PDT 2020,,,,1848,0% (0/0),0% (0/0),0% (0/0),How do we celebrate WomensDay when Women amp Children are killed in cold blood in SouthernCameroons aka Ambazonia amp Women remain mute InternationalWomensDay loses essence as SouthernCameroonsWomen face GENOCIDE Sad,Fear,,
3GV1I4SEPDTCVG693G1XQ5XHLQBL6R,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3MD9PLUKKNI7TARZ70JPOFPN4M5ZNB,A3746TDKYH8SJ9,Submitted,Sat Mar 14 11:55:09 PDT 2020,Sat Mar 14 11:58:18 PDT 2020,Tue Mar 17 11:58:18 PDT 2020,,,,189,0% (0/0),0% (0/0),0% (0/0),How do we celebrate WomensDay when Women amp Children are killed in cold blood in SouthernCameroons aka Ambazonia amp Women remain mute InternationalWomensDay loses essence as SouthernCameroonsWomen face GENOCIDE Sad,Happy,,
3GV1I4SEPDTCVG693G1XQ5XHLQBL6R,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:17 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:17 PDT 2020,,,3OCHAWUVGTOHG96H953OZ2S82R2KXU,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:25 PDT 2020,Sat Mar 14 12:07:57 PDT 2020,Tue Mar 17 12:07:57 PDT 2020,,,,752,0% (0/0),0% (0/0),0% (0/0),How do we celebrate WomensDay when Women amp Children are killed in cold blood in SouthernCameroons aka Ambazonia amp Women remain mute InternationalWomensDay loses essence as SouthernCameroonsWomen face GENOCIDE Sad,Angry,,
3M7OI89LW2SJSCC3Q38YNM7URHX6CW,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:18 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:18 PDT 2020,,,33PPUNGG3D9S88JR0706XZUX5JUZRZ,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:21 PDT 2020,Sat Mar 14 12:06:16 PDT 2020,Tue Mar 17 12:06:16 PDT 2020,,,,655,0% (0/0),0% (0/0),0% (0/0),aboutlastnight had so much fun celebrating my girl birthday HappyBirthday wegotyou youdidnthaveaclue surprise celebrationcontinues adventureswithstacye,Happy,,
3M7OI89LW2SJSCC3Q38YNM7URHX6CW,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:18 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:18 PDT 2020,,,3JW0YLFXRYKTM9V8OEQ5LU8WGW5WW9,A1PRXYCSYJTE47,Submitted,Sat Mar 14 11:55:18 PDT 2020,Sat Mar 14 11:55:34 PDT 2020,Tue Mar 17 11:55:34 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),aboutlastnight had so much fun celebrating my girl birthday HappyBirthday wegotyou youdidnthaveaclue surprise celebrationcontinues adventureswithstacye,Happy,,
3M7OI89LW2SJSCC3Q38YNM7URHX6CW,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:18 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:18 PDT 2020,,,3KIBXJ1WDAYUM0SP8EGSGP1FQNXKOP,A3RI9RLBGPG2B6,Submitted,Sat Mar 14 11:54:56 PDT 2020,Sat Mar 14 11:58:08 PDT 2020,Tue Mar 17 11:58:08 PDT 2020,,,,192,0% (0/0),0% (0/0),0% (0/0),aboutlastnight had so much fun celebrating my girl birthday HappyBirthday wegotyou youdidnthaveaclue surprise celebrationcontinues adventureswithstacye,Happy,,
3D42WVSDICZSE86JNOTREJCQN4IFYG,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:18 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:18 PDT 2020,,,345LHZDED2WJ374FJU02Y9C2XNZU31,A3RI9RLBGPG2B6,Submitted,Sat Mar 14 11:55:03 PDT 2020,Sat Mar 14 11:58:17 PDT 2020,Tue Mar 17 11:58:17 PDT 2020,,,,194,0% (0/0),0% (0/0),0% (0/0),Meanwhile Trump IS ALLOWED TO ABUSE the federal court system to STALL on his taxreturns Congressional subpoenas lawsuits against him SAD,Angry,,
3D42WVSDICZSE86JNOTREJCQN4IFYG,3ZZSZV2CUFRLLDZOTUC1YXHUHUBGSZ,What emotion does this text convey?,What emotion does this text convey?,"emotion detection, text",$0.01 ,Sat Mar 14 11:54:18 PDT 2020,3,BatchId:3955865;OriginalHitTemplateId:928390866;,3600,259200,Sat Mar 21 11:54:18 PDT 2020,,,3AMW0RGHOI6DF6PTKRLNXHN9UNYPNG,AWJ0LF6A0LXJN,Submitted,Sat Mar 14 11:55:24 PDT 2020,Sat Mar 14 12:07:37 PDT 2020,Tue Mar 17 12:07:37 PDT 2020,,,,733,0% (0/0),0% (0/0),0% (0/0),Meanwhile Trump IS ALLOWED TO ABUSE the federal court system to STALL on his taxreturns Congressional subpoenas lawsuits against him SAD,Excitement,,
